"idorder","orderDate","priority_idpriority","customer_idcustomer"
"TU-2012-6550","2012-10-11","1","DB-3660"
"TU-2012-6600","2012-12-18","1","TB-11280"
"TU-2012-6630","2012-09-18","2","LA-6780"
"TU-2012-6640","2012-11-28","1","RB-9435"
"TU-2012-6820","2012-11-01","2","JB-5925"
"TU-2012-6830","2012-07-14","2","RP-9855"
"TU-2012-6890","2012-03-23","1","EM-4095"
"TU-2012-6900","2012-06-12","2","JF-5565"
"TU-2012-6920","2012-10-26","1","CR-2625"
"TU-2012-7000","2012-09-13","3","PO-9195"
"TU-2012-7030","2012-06-01","1","Dl-3600"
"TU-2012-7040","2012-11-13","2","TC-10980"
"TU-2012-7140","2012-12-11","1","MK-7905"
"TU-2012-7190","2012-04-17","1","DK-2835"
"TU-2012-7270","2012-03-01","2","RM-9750"
"TU-2012-7410","2012-11-05","2","SV-10815"
"TU-2012-7510","2012-03-30","2","CP-2085"
"TU-2012-7670","2012-06-12","1","AH-210"
"TU-2012-780","2012-09-03","1","TH-11235"
"TU-2012-7870","2012-08-20","1","VM-11685"
"TU-2012-790","2012-12-21","2","MS-7710"
"TU-2012-7900","2012-06-28","1","KN-6450"
"TU-2012-7960","2012-04-09","1","VF-11715"
"TU-2012-7970","2012-10-08","2","SA-10830"
"TU-2012-800","2012-08-11","2","MA-7560"
"TU-2012-8070","2012-04-10","2","CM-2655"
"TU-2012-8250","2012-02-07","1","EM-4095"
"TU-2012-8280","2012-10-04","1","JS-5595"
"TU-2012-8330","2012-07-05","1","LS-6945"
"TU-2012-8480","2012-09-17","1","DL-2925"
"TU-2012-8530","2012-03-29","3","VM-11685"
"TU-2012-8560","2012-12-07","2","BP-1230"
"TU-2012-8730","2012-02-22","3","TA-11385"
"TU-2012-8800","2012-01-30","2","IL-5100"
"TU-2012-90","2012-12-18","1","AP-915"
"TU-2012-900","2012-12-19","1","AR-510"
"TU-2012-9080","2012-06-23","1","PW-9030"
"TU-2012-9200","2012-01-18","2","DW-3540"
"TU-2012-9280","2012-05-07","3","CS-2355"
"TU-2012-9310","2012-11-19","1","CR-2730"
"TU-2012-9350","2012-11-13","1","BD-1635"
"TU-2012-9360","2012-09-17","1","DP-3000"
"TU-2012-9440","2012-01-06","2","KL-6555"
"TU-2012-9450","2012-04-09","2","PM-9135"
"TU-2012-950","2012-07-28","4","PT-9090"
"TU-2012-9500","2012-08-20","1","SS-10875"
"TU-2012-9540","2012-03-08","2","ZD-11925"
"TU-2012-9810","2012-02-24","1","TC-11475"
"TU-2012-9960","2012-11-16","4","TB-11520"
"TU-2013-10000","2013-08-12","2","GZ-4470"
"TU-2013-1100","2013-06-08","1","PK-8910"
"TU-2013-1110","2013-08-14","1","CC-2145"
"TU-2013-1120","2013-07-08","2","RD-9660"
"TU-2013-1130","2013-03-14","1","ML-7410"
"TU-2013-1200","2013-12-09","1","FH-4365"
"TU-2013-1220","2013-06-29","1","DK-3150"
"TU-2013-1250","2013-07-29","1","JJ-5760"
"TU-2013-1280","2013-01-02","1","JS-5940"
"TU-2013-1290","2013-07-22","1","PJ-9015"
"TU-2013-1330","2013-09-05","2","HR-4770"
"TU-2013-1350","2013-10-18","2","GM-4455"
"TU-2013-1420","2013-08-01","1","SB-10290"
"TU-2013-1530","2013-05-23","1","LS-7200"
"TU-2013-1610","2013-06-13","2","JS-5940"
"TU-2013-1630","2013-06-08","1","LD-7005"
"TU-2013-1860","2013-06-18","1","MG-7695"
"TU-2013-1880","2013-06-07","4","MJ-7740"
"TU-2013-1960","2013-09-02","1","LD-7005"
"TU-2013-1970","2013-04-04","2","HK-4890"
"TU-2013-2020","2013-03-05","1","TT-11460"
"TU-2013-2060","2013-02-06","1","TR-11325"
"TU-2013-2120","2013-07-25","3","AR-510"
"TU-2013-2240","2013-08-17","1","RD-9660"
"TU-2013-2390","2013-01-25","1","EH-4125"
"TU-2013-2440","2013-04-29","1","CM-2235"
"TU-2013-2450","2013-09-14","4","CS-1845"
"TU-2013-2500","2013-12-13","3","LS-7200"
"TU-2013-2580","2013-04-20","1","MT-8070"
"TU-2013-2760","2013-07-23","1","CS-2130"
"TU-2013-2790","2013-12-20","2","TB-11175"
"TU-2013-2810","2013-01-10","1","AS-135"
"TU-2013-2850","2013-01-14","2","AG-300"
"TU-2013-2860","2013-12-17","1","TH-11235"
"TU-2013-2890","2013-12-24","2","KF-6285"
"TU-2013-2950","2013-02-20","1","JS-5595"
"TU-2013-30","2013-08-26","2","AC-420"
"TU-2013-3080","2013-06-14","1","RD-9810"
"TU-2013-3100","2013-02-19","2","PK-9075"
"TU-2013-3210","2013-06-28","2","KL-6645"
"TU-2013-3310","2013-09-19","1","SC-10020"
"TU-2013-3330","2013-09-09","1","EM-4065"
"TU-2013-3390","2013-06-17","1","SV-10365"
"TU-2013-3540","2013-09-24","1","MG-7680"
"TU-2013-3550","2013-05-17","1","DN-3690"
"TU-2013-360","2013-05-28","2","KH-6330"
"TU-2013-3670","2013-09-12","1","JB-5925"
"TU-2013-3700","2013-01-08","1","AG-390"
"TU-2013-3820","2013-10-21","1","RA-9285"
"TU-2013-3840","2013-12-07","1","DR-2940"
"TU-2013-3850","2013-11-15","3","LS-7230"
"TU-2013-3920","2013-07-03","1","BP-1050"
"TU-2013-3950","2013-04-05","2","DH-3675"
"TU-2013-3960","2013-06-22","2","DB-3405"
"TU-2013-4030","2013-09-13","1","JP-5460"
"TU-2013-4400","2013-09-23","2","JR-5670"
"TU-2013-4470","2013-09-10","1","BP-1185"
"TU-2013-4650","2013-12-12","1","MK-7905"
"TU-2013-4760","2013-12-26","1","BF-1275"
"TU-2013-4770","2013-06-17","2","AR-825"
"TU-2013-4890","2013-04-18","4","LS-7230"
"TU-2013-4930","2013-12-18","1","AR-510"
"TU-2013-4970","2013-05-10","1","AH-690"
"TU-2013-5000","2013-12-25","1","ML-7410"
"TU-2013-5030","2013-01-17","2","TC-11145"
"TU-2013-5040","2013-06-14","2","RB-9705"
"TU-2013-5090","2013-06-13","1","SM-10950"
"TU-2013-510","2013-07-02","4","PK-9075"
"TU-2013-5140","2013-12-18","1","CG-2040"
"TU-2013-5170","2013-12-19","1","SF-10965"
"TU-2013-5210","2013-04-26","1","JW-5220"
"TU-2013-5300","2013-05-23","2","EN-3780"
"TU-2013-5310","2013-08-07","1","HL-5040"
"TU-2013-5450","2013-02-20","1","BF-1080"
"TU-2013-5470","2013-09-04","4","PF-9225"
"TU-2013-5530","2013-02-28","1","SC-10095"
"TU-2013-5580","2013-08-05","2","JA-5970"
"TU-2013-5670","2013-11-18","2","NR-8550"
"TU-2013-5750","2013-08-23","2","JF-5355"
"TU-2013-5760","2013-11-19","2","MS-7710"
"TU-2013-5780","2013-12-20","3","SN-10710"
"TU-2013-6240","2013-10-05","2","TB-11355"
"TU-2013-6330","2013-12-27","1","BT-1440"
"TU-2013-6370","2013-11-26","2","RP-9855"
"TU-2013-6400","2013-06-28","2","JF-5565"
"TU-2013-6410","2013-11-28","4","TB-11625"
"TU-2013-6430","2013-03-09","2","EM-3825"
"TU-2013-6530","2013-02-08","2","CV-2295"
"TU-2013-6690","2013-12-30","1","TC-11295"
"TU-2013-690","2013-09-09","1","AH-195"
"TU-2013-6900","2013-06-04","1","EG-3900"
"TU-2013-6990","2013-07-08","1","CA-1965"
"TU-2013-7040","2013-06-05","2","HF-4995"
"TU-2013-710","2013-11-06","2","JA-5970"
"TU-2013-7100","2013-08-25","1","BO-1350"
"TU-2013-7200","2013-09-28","1","ON-8715"
"TU-2013-7240","2013-04-09","2","JH-5430"
"TU-2013-7250","2013-07-09","3","JG-5310"
"TU-2013-7280","2013-08-19","2","CS-1950"
"TU-2013-7300","2013-06-28","1","NC-8340"
"TU-2013-7360","2013-07-22","1","TP-11130"
"TU-2013-7380","2013-12-13","1","SJ-10215"
"TU-2013-7590","2013-11-13","1","AW-840"
"TU-2013-7630","2013-03-22","3","BE-1335"
"TU-2013-780","2013-12-03","1","CV-2805"
"TU-2013-7800","2013-08-09","1","MY-8295"
"TU-2013-7820","2013-02-12","1","MN-7935"
"TU-2013-7830","2013-06-14","1","LW-6990"
"TU-2013-7860","2013-11-19","1","TT-11460"
"TU-2013-7880","2013-09-19","1","AA-315"
"TU-2013-790","2013-12-28","1","TZ-11445"
"TU-2013-7990","2013-09-17","2","NC-8535"
"TU-2013-8060","2013-02-22","1","PM-8940"
"TU-2013-8130","2013-04-26","1","SC-10260"
"TU-2013-8240","2013-01-21","1","JM-6195"
"TU-2013-8250","2013-08-03","2","MS-7530"
"TU-2013-8310","2013-10-07","1","JG-5115"
"TU-2013-8550","2013-12-03","1","JJ-5445"
"TU-2013-8580","2013-02-02","1","CS-2250"
"TU-2013-860","2013-09-18","1","NC-8340"
"TU-2013-8610","2013-05-08","1","AW-840"
"TU-2013-8650","2013-03-14","2","EM-4200"
"TU-2013-8700","2013-09-27","2","SL-10155"
"TU-2013-9100","2013-12-19","2","SK-9990"
"TU-2013-9120","2013-05-04","3","AG-765"
"TU-2013-9190","2013-06-22","1","CC-2610"
"TU-2013-9210","2013-09-23","3","CC-2475"
"TU-2013-9220","2013-08-28","1","KM-6225"
"TU-2013-9230","2013-11-14","4","TS-11655"
"TU-2013-9240","2013-06-22","1","KM-6720"
"TU-2013-9320","2013-09-03","1","KH-6630"
"TU-2013-9330","2013-02-19","2","EB-3840"
"TU-2013-9400","2013-09-26","1","DM-3345"
"TU-2013-9460","2013-03-13","2","SF-10200"
"TU-2013-9520","2013-12-10","2","ER-3855"
"TU-2013-9560","2013-09-27","2","PJ-9015"
"TU-2013-9580","2013-03-20","1","LC-6885"
"TU-2013-9780","2013-12-02","2","SJ-10500"
"TU-2013-9790","2013-02-15","1","SM-10320"
"TU-2013-9820","2013-12-23","1","MJ-7740"
"TU-2014-0","2014-02-13","1","DM-3525"
"TU-2014-100","2014-08-22","1","BC-1125"
"TU-2014-10000","2014-01-13","2","RE-9450"
"TU-2014-1300","2014-09-10","1","JP-5520"
"TU-2014-1310","2014-06-12","1","PV-8985"
"TU-2014-1370","2014-08-01","2","BS-1665"
"TU-2014-1390","2014-09-16","2","JW-5955"
"TU-2014-1420","2014-05-06","1","RB-9645"
"TU-2014-1450","2014-05-05","2","CR-2820"
"TU-2014-1670","2014-06-10","4","SB-10290"
"TU-2014-1770","2014-09-16","1","FP-4320"
"TU-2014-1910","2014-09-18","1","SM-10950"
"TU-2014-1970","2014-12-29","1","AA-315"
"TU-2014-1990","2014-05-21","2","KF-6285"
"TU-2014-2150","2014-08-22","1","CD-2790"
"TU-2014-220","2014-08-12","1","RM-9675"
"TU-2014-2330","2014-05-13","1","EA-4035"
"TU-2014-2340","2014-09-25","1","BT-1485"
"TU-2014-2390","2014-12-10","2","CC-2220"
"TU-2014-2440","2014-06-18","1","LH-6750"
"TU-2014-2480","2014-05-23","1","RB-9360"
"TU-2014-2500","2014-04-30","1","BV-1245"
"TU-2014-2520","2014-08-20","3","HA-4920"
"TU-2014-260","2014-12-12","1","KC-6675"
"TU-2014-2610","2014-10-07","1","JE-5475"
"TU-2014-2650","2014-04-22","1","AA-375"
"TU-2014-2680","2014-08-19","3","BT-1485"
"TU-2014-2710","2014-06-04","1","BF-1020"
"TU-2014-2760","2014-07-31","1","BB-1545"
"TU-2014-2840","2014-11-24","3","AW-930"
"TU-2014-2880","2014-12-26","1","JO-5145"
"TU-2014-2900","2014-06-26","2","BH-1710"
"TU-2014-2990","2014-08-13","2","EM-4065"
"TU-2014-3030","2014-12-03","1","VP-11730"
"TU-2014-3120","2014-08-19","1","FH-4275"
"TU-2014-3190","2014-09-10","1","FM-4380"
"TU-2014-3270","2014-05-08","1","RD-9810"
"TU-2014-3290","2014-11-19","1","CL-2565"
"TU-2014-330","2014-01-09","3","CA-2265"
"TU-2014-3350","2014-02-07","3","JF-5190"
"TU-2014-3410","2014-05-02","1","EB-3930"
"TU-2014-3430","2014-01-10","1","AT-435"
"TU-2014-3470","2014-11-28","1","MM-8055"
"TU-2014-3530","2014-12-15","1","AB-165"
"TU-2014-3550","2014-04-10","1","RA-9885"
"TU-2014-3560","2014-05-12","1","AS-45"
"TU-2014-3570","2014-12-04","1","JH-6180"
"TU-2014-3610","2014-12-29","4","JD-5895"
"TU-2014-3630","2014-07-29","1","TB-11250"
"TU-2014-3660","2014-02-19","1","KT-6465"
"TU-2014-3680","2014-10-15","1","JO-5550"
"TU-2014-3690","2014-09-29","1","EM-4140"
"TU-2014-3740","2014-09-23","1","LS-7230"
"TU-2014-380","2014-06-12","1","CS-2460"
"TU-2014-3910","2014-05-13","1","PF-9120"
"TU-2014-3960","2014-09-12","1","FO-4305"
"TU-2014-40","2014-05-08","1","AZ-750"
"TU-2014-4080","2014-11-18","1","GT-4755"
"TU-2014-4210","2014-12-20","1","BP-1050"
"TU-2014-4220","2014-06-11","3","AZ-750"
"TU-2014-4230","2014-10-29","2","HP-4815"
"TU-2014-4250","2014-04-01","2","PB-9105"
"TU-2014-4360","2014-02-06","2","BO-1350"
"TU-2014-4400","2014-08-15","1","NC-8535"
"TU-2014-4420","2014-05-23","2","GM-4695"
"TU-2014-4500","2014-12-01","2","SK-9990"
"TU-2014-4510","2014-08-12","2","HG-4845"
"TU-2014-4750","2014-08-20","1","AB-60"
"TU-2014-4770","2014-10-15","1","ED-3885"
"TU-2014-480","2014-03-12","1","AJ-960"
"TU-2014-4810","2014-06-02","1","DK-3150"
"TU-2014-4860","2014-09-25","1","HP-4815"
"TU-2014-4870","2014-09-05","1","SS-10410"
"TU-2014-4910","2014-06-19","1","LS-6945"
"TU-2014-4970","2014-11-04","2","VW-11775"
"TU-2014-4990","2014-08-08","4","CC-2100"
"TU-2014-5130","2014-11-28","1","DV-3045"
"TU-2014-5170","2014-08-29","2","PS-8970"
"TU-2014-5220","2014-03-05","2","EH-4125"
"TU-2014-5240","2014-09-24","1","AG-300"
"TU-2014-5260","2014-04-07","2","CS-2355"
"TU-2014-530","2014-11-29","1","LW-6825"
"TU-2014-5360","2014-08-12","2","AR-345"
"TU-2014-5370","2014-01-30","2","MG-7695"
"TU-2014-540","2014-12-19","2","DM-2955"
"TU-2014-5400","2014-07-15","2","SP-10650"
"TU-2014-5420","2014-06-02","1","AD-180"
"TU-2014-5440","2014-09-30","2","SC-10440"
"TU-2014-5450","2014-09-02","1","KN-6450"
"TU-2014-5540","2014-11-21","1","TG-11640"
"TU-2014-5590","2014-07-24","1","AG-765"
"TU-2014-5660","2014-03-25","4","MO-7500"
"TU-2014-5710","2014-04-14","1","CC-2670"
"TU-2014-5720","2014-09-19","1","GG-4650"
"TU-2014-5790","2014-11-03","1","BK-1260"
"TU-2014-5830","2014-04-28","4","RB-9705"
"TU-2014-5850","2014-07-22","1","VP-11730"
"TU-2014-5890","2014-11-13","1","BK-1260"
"TU-2014-5970","2014-03-13","2","TW-11025"
"TU-2014-6030","2014-10-16","1","BG-1740"
"TU-2014-6050","2014-03-12","2","SJ-10125"
"TU-2014-6130","2014-11-13","2","ND-8370"
"TU-2014-6160","2014-03-24","4","DL-3495"
"TU-2014-6180","2014-04-23","1","SV-10815"
"TU-2014-6200","2014-11-18","1","AB-105"
"TU-2014-6220","2014-10-01","1","SC-10725"
"TU-2014-6240","2014-08-21","2","IM-5055"
"TU-2014-6290","2014-06-25","2","SC-10680"
"TU-2014-6410","2014-01-17","1","CM-2445"
"TU-2014-6430","2014-06-17","2","AH-585"
"TU-2014-6470","2014-12-26","2","JG-5115"
"TU-2014-6490","2014-02-04","1","LS-7230"
"TU-2014-6530","2014-06-14","4","ML-8265"
"TU-2014-6540","2014-06-23","1","SB-10290"
"TU-2014-6570","2014-09-10","2","MZ-7335"
"TU-2014-6630","2014-07-19","1","TB-11280"
"TU-2014-6640","2014-11-19","1","JD-6015"
"TU-2014-6730","2014-11-29","1","KF-6285"
"TU-2014-6780","2014-01-03","2","Co-2640"
"TU-2014-6830","2014-04-25","1","MP-8175"
"TU-2014-6860","2014-05-06","1","AG-495"
"TU-2014-7000","2014-06-18","1","MD-7860"
"TU-2014-7020","2014-01-20","1","SW-10350"
"TU-2014-7080","2014-09-24","2","EH-4125"
"TU-2014-7090","2014-09-26","1","BF-1020"
"TU-2014-7130","2014-02-07","1","VG-11790"
"TU-2014-7230","2014-06-30","2","EB-3750"
"TU-2014-7440","2014-03-10","1","MM-7260"
"TU-2014-7530","2014-04-05","1","AG-675"
"TU-2014-7640","2014-12-04","1","FP-4320"
"TU-2014-7830","2014-01-03","1","RA-9285"
"TU-2014-7870","2014-11-03","1","SW-10275"
"TU-2014-7890","2014-07-09","2","TS-11610"
"TU-2014-7900","2014-12-13","1","TB-11520"
"TU-2014-7930","2014-08-20","1","JG-5805"
"TU-2014-8010","2014-07-25","1","FM-4215"
"TU-2014-8080","2014-09-09","2","SB-10170"
"TU-2014-8160","2014-07-07","3","SC-10260"
"TU-2014-8210","2014-06-23","1","LC-6960"
"TU-2014-8250","2014-06-09","1","EN-3780"
"TU-2014-8280","2014-11-05","2","JE-5475"
"TU-2014-8390","2014-02-25","1","CA-2775"
"TU-2014-8460","2014-08-28","1","RA-9885"
"TU-2014-8490","2014-12-03","2","RD-9930"
"TU-2014-8520","2014-12-15","2","MA-7995"
"TU-2014-8550","2014-07-09","1","KL-6555"
"TU-2014-8570","2014-09-06","1","TB-11250"
"TU-2014-8630","2014-01-22","1","TT-11220"
"TU-2014-8680","2014-08-09","2","NW-8400"
"TU-2014-8720","2014-12-27","2","MS-7830"
"TU-2014-8830","2014-06-30","1","SC-10770"
"TU-2014-8850","2014-09-24","1","LO-7170"
"TU-2014-8880","2014-06-04","4","GR-4560"
"TU-2014-890","2014-04-07","2","KH-6690"
"TU-2014-8990","2014-01-09","1","SJ-10215"
"TU-2014-9000","2014-01-13","4","CB-2535"
"TU-2014-9010","2014-02-05","4","TS-11340"
"TU-2014-9100","2014-09-23","1","NZ-8565"
"TU-2014-9180","2014-06-20","1","JE-5745"
"TU-2014-9220","2014-10-21","2","DS-3180"
"TU-2014-9310","2014-11-18","2","EB-3840"
"TU-2014-9340","2014-05-26","1","MH-8115"
"TU-2014-9350","2014-12-26","1","BP-1185"
"TU-2014-9390","2014-06-13","4","DK-2835"
"TU-2014-9400","2014-12-18","1","BM-1140"
"TU-2014-9460","2014-07-24","2","BD-1725"
"TU-2014-9480","2014-07-31","1","SC-10050"
"TU-2014-950","2014-07-07","2","LF-7185"
"TU-2014-9670","2014-05-22","2","BN-1470"
"TU-2014-9700","2014-11-07","1","SW-10755"
"TU-2014-9720","2014-12-18","1","SN-10560"
"TU-2014-980","2014-03-05","1","TD-10995"
"TU-2014-9810","2014-09-19","1","RM-9750"
"TU-2014-9840","2014-11-27","2","DV-3045"
"TU-2014-9850","2014-10-22","1","GA-4725"
"TU-2014-9870","2014-03-13","3","QJ-9255"
"TU-2014-9920","2014-05-09","2","PJ-8835"
"TX-2011-390","2011-08-24","4","JJ-5760"
"TX-2011-5720","2011-04-22","2","TZ-11580"
"TX-2011-5830","2011-11-29","4","FO-4305"
"TX-2011-9050","2011-09-13","1","PS-8760"
"TX-2012-1950","2012-10-02","1","RW-9690"
"TX-2013-1390","2013-12-04","1","BT-1485"
"TX-2013-490","2013-12-20","2","SC-10770"
"TX-2013-9280","2013-05-17","1","MF-8250"
"TX-2014-1570","2014-05-29","2","KT-6480"
"TX-2014-2770","2014-02-18","1","BT-1440"
"TX-2014-3270","2014-01-21","2","ES-4020"
"TX-2014-360","2014-11-19","1","LL-6840"
"TX-2014-4340","2014-06-20","2","JE-5610"
"TZ-2011-150","2011-06-03","1","RW-9690"
"TZ-2011-3030","2011-09-12","1","CJ-1875"
"TZ-2011-3990","2011-11-28","2","RP-9270"
"TZ-2011-4790","2011-05-03","4","TR-11325"
"TZ-2011-5130","2011-01-18","1","CS-2175"
"TZ-2011-7370","2011-01-03","1","JG-5115"
"TZ-2011-8300","2011-07-18","1","XP-11865"
"TZ-2011-8610","2011-10-13","1","NK-8490"
"TZ-2011-9610","2011-12-15","1","SW-10455"
"TZ-2012-1230","2012-05-05","2","TG-11640"
"TZ-2012-220","2012-09-07","1","SG-10080"
"TZ-2012-2720","2012-09-02","1","CK-2760"
"TZ-2012-5380","2012-11-22","1","TN-11040"
"TZ-2012-5980","2012-11-30","1","MO-7800"
"TZ-2012-6760","2012-08-28","2","EM-3810"
"TZ-2012-7300","2012-08-28","1","KT-6480"
"TZ-2013-210","2013-01-16","4","KB-6240"
"TZ-2013-2370","2013-07-11","3","MK-7905"
"TZ-2013-300","2013-12-27","1","SC-10050"
"TZ-2013-3060","2013-09-24","4","HH-5010"
"TZ-2013-4050","2013-02-22","1","EH-4185"
"TZ-2013-4360","2013-02-02","2","JD-5790"
"TZ-2013-4510","2013-01-04","2","TS-11370"
"TZ-2013-4740","2013-05-27","1","JP-5520"
"TZ-2013-6160","2013-11-23","1","MG-7875"
"TZ-2013-620","2013-04-02","1","SM-10950"
"TZ-2013-6920","2013-09-23","2","BD-1635"
"TZ-2013-6960","2013-08-27","2","JJ-5760"
"TZ-2013-7040","2013-01-28","1","TT-11460"
"TZ-2013-720","2013-11-09","2","PM-9135"
"TZ-2013-7270","2013-08-09","2","PB-9210"
"TZ-2013-7750","2013-03-23","1","VP-11760"
"TZ-2013-810","2013-01-16","4","CV-2805"
"TZ-2013-8210","2013-01-24","2","MG-7695"
"TZ-2013-8600","2013-07-09","1","LW-6825"
"TZ-2013-9020","2013-09-24","1","AP-915"
"TZ-2014-10","2014-09-06","2","MY-8295"
"TZ-2014-1570","2014-05-09","1","MD-7350"
"TZ-2014-1730","2014-02-21","1","JL-5835"
"TZ-2014-2650","2014-03-31","2","CG-2520"
"TZ-2014-2850","2014-10-31","2","CM-1815"
"TZ-2014-3030","2014-02-26","2","DR-2940"
"TZ-2014-3450","2014-06-18","2","JF-5295"
"TZ-2014-3700","2014-12-11","1","CM-2115"
"TZ-2014-3960","2014-09-12","1","AF-870"
"TZ-2014-4810","2014-11-18","4","AG-330"
"TZ-2014-5290","2014-06-18","1","AG-900"
"TZ-2014-5550","2014-11-05","4","LW-6825"
"TZ-2014-570","2014-05-07","2","KH-6690"
"TZ-2014-6630","2014-10-31","1","HE-4800"
"TZ-2014-6820","2014-11-06","1","LT-7110"
"TZ-2014-7100","2014-09-03","1","TH-11115"
"TZ-2014-7250","2014-12-02","2","SS-10140"
"TZ-2014-750","2014-09-05","2","TT-11220"
"TZ-2014-8110","2014-07-09","2","JE-5610"
"TZ-2014-8190","2014-12-05","2","RH-9555"
"TZ-2014-8220","2014-12-31","1","CK-2325"
"TZ-2014-8350","2014-12-31","2","JA-5970"
"TZ-2014-8730","2014-12-02","4","CS-1845"
"TZ-2014-9160","2014-10-08","4","BM-1785"
"TZ-2014-9260","2014-05-08","1","DH-3675"
"TZ-2014-9600","2014-08-19","1","JS-5940"
"TZ-2014-9930","2014-04-02","1","JD-5895"
"UG-2011-7530","2011-06-10","2","AG-390"
"UG-2011-9740","2011-02-10","2","MO-7500"
"UG-2012-3580","2012-06-16","2","SG-10605"
"UG-2012-4480","2012-05-26","1","NS-8640"
"UG-2012-5670","2012-08-16","1","BE-1335"
"UG-2012-9920","2012-12-03","1","LH-6750"
"UG-2013-250","2013-08-19","1","BP-1185"
"UG-2013-540","2013-08-26","1","GH-4665"
"UG-2013-8510","2013-03-18","1","JE-5715"
"UG-2013-9250","2013-08-17","1","RE-9405"
"UG-2014-1650","2014-03-13","1","NC-8535"
"UG-2014-3970","2014-12-24","1","DP-3165"
"UG-2014-4160","2014-06-28","2","CA-1965"
"UG-2014-4850","2014-04-09","3","SU-10665"
"UG-2014-630","2014-05-26","1","CD-2280"
"UG-2014-770","2014-07-03","4","AG-675"
"UG-2014-8990","2014-08-11","2","JC-5340"
"UG-2014-9530","2014-11-11","1","CM-2655"
"UP-2011-1010","2011-10-22","1","TC-10980"
"UP-2011-1250","2011-05-24","1","LB-6735"
"UP-2011-1770","2011-11-26","1","MB-8085"
"UP-2011-3090","2011-03-01","1","BS-1800"
"UP-2011-3170","2011-05-02","4","RB-9435"
"UP-2011-3180","2011-12-26","1","FC-4245"
"UP-2011-3340","2011-11-30","1","MH-8025"
"UP-2011-3730","2011-03-01","1","RD-9900"
"UP-2011-4400","2011-12-19","1","ND-8370"
"UP-2011-5210","2011-10-27","1","RD-9930"
"UP-2011-5440","2011-06-03","4","CC-2550"
"UP-2011-5790","2011-07-13","1","ER-3855"
"UP-2011-6100","2011-08-08","2","CM-2655"
"UP-2011-6400","2011-05-06","1","CY-2745"
"UP-2011-680","2011-09-06","2","SF-10065"
"UP-2011-6930","2011-08-26","2","TB-11400"
"UP-2011-7210","2011-05-18","2","AB-15"
"UP-2011-7680","2011-06-29","2","SN-10560"
"UP-2011-7770","2011-12-09","1","NM-8445"
"UP-2011-7960","2011-07-04","1","SV-10785"
"UP-2011-810","2011-06-07","1","CA-2775"
"UP-2011-8110","2011-04-05","1","MV-7485"
"UP-2011-8610","2011-11-09","4","DW-3480"
"UP-2011-870","2011-04-30","3","AC-615"
"UP-2011-9080","2011-12-16","2","MH-7455"
"UP-2011-9150","2011-07-18","1","DE-3255"
"UP-2011-960","2011-09-22","1","SM-10005"
"UP-2012-1240","2012-08-18","2","SJ-10125"
"UP-2012-1620","2012-11-05","4","NC-8415"
"UP-2012-1780","2012-11-13","1","AJ-795"
"UP-2012-1940","2012-09-27","1","TB-11355"
"UP-2012-2590","2012-09-11","1","RS-9870"
"UP-2012-2800","2012-07-20","1","ER-3855"
"UP-2012-2810","2012-06-22","1","LC-7140"
"UP-2012-3020","2012-06-15","1","BE-1410"
"UP-2012-3090","2012-12-25","1","JF-5490"
"UP-2012-330","2012-01-28","1","SD-10485"
"UP-2012-4460","2012-01-08","2","SL-10155"
"UP-2012-4620","2012-11-07","2","MW-8235"
"UP-2012-5010","2012-01-03","1","EB-3840"
"UP-2012-5430","2012-08-13","2","BP-1095"
"UP-2012-5910","2012-10-22","1","RH-9495"
"UP-2012-5960","2012-10-31","4","TS-11655"
"UP-2012-6120","2012-01-14","1","ON-8715"
"UP-2012-6350","2012-09-05","1","AJ-945"
"UP-2012-6480","2012-02-20","1","MC-7575"
"UP-2012-7030","2012-08-10","3","AG-675"
"UP-2012-7080","2012-11-08","1","LW-6825"
"UP-2012-7490","2012-03-20","4","PJ-9015"
"UP-2012-7610","2012-01-06","1","IL-5100"
"UP-2012-8260","2012-05-29","1","TS-11610"
"UP-2012-8290","2012-11-08","1","CT-1995"
"UP-2012-8420","2012-02-21","4","AH-30"
"UP-2012-860","2012-09-10","1","JF-5490"
"UP-2012-8840","2012-09-11","1","PC-8745"
"UP-2012-8850","2012-08-20","2","KH-6330"
"UP-2012-900","2012-11-19","1","BW-1110"
"UP-2012-9070","2012-08-03","3","KA-6525"
"UP-2012-9830","2012-08-13","1","GH-4410"
"UP-2012-9910","2012-05-03","1","RD-9900"
"UP-2013-1030","2013-09-30","1","AA-480"
"UP-2013-1070","2013-06-20","2","MD-7860"
"UP-2013-1170","2013-09-03","2","GA-4725"
"UP-2013-1490","2013-10-10","1","CR-2580"
"UP-2013-1640","2013-09-11","1","KT-6465"
"UP-2013-190","2013-08-13","1","FG-4260"
"UP-2013-2050","2013-06-12","1","MR-7545"
"UP-2013-2240","2013-03-20","1","MS-7530"
"UP-2013-2480","2013-11-20","1","KH-6330"
"UP-2013-3000","2013-09-05","1","NP-8670"
"UP-2013-3310","2013-12-23","1","SC-10575"
"UP-2013-3400","2013-11-30","1","NP-8325"
"UP-2013-3430","2013-03-13","1","KT-6465"
"UP-2013-3560","2013-12-06","1","MS-7710"
"UP-2013-3890","2013-11-18","1","CK-2205"
"UP-2013-410","2013-11-02","1","CS-2355"
"UP-2013-4180","2013-06-17","2","JE-5475"
